task_id,info_article_article_number,info_article_text.x,info_highlights_0_case_number,info_article_metadata_city,info_article_metadata_date_published
448,4324,"Occupy Missoula: Small part of important movement
October 28, 2011 9:15 am
                                                                                                                 
                                                                
Kelly Maier (letter, Oct. 21) writes of the ""ridiculous insanity playing out on the lawn of the courthouse"" and asks, ""Why do a few have so much power of self expression?""
This ""ridiculous insanity,"" Occupy Missoula, is a small but important part of a nationwide movement asking a better question: Why do we accept that so few have so much wealth and power that they control our government?
Examples? Legislation and loopholes that allow some corporations and wealthy people to pay almost no taxes at all; legislation to weaken protections of our air and water so companies can make more profit; bank bailouts that did nothing to help people losing their homes; state legislation that weakens workers' rights; continual imperialism, occupation and war.
I can't take enough space to list the many abuses of capitalism that have brought our country to a crisis in jobs and, at the same time, decreases social programs the poor and jobless need.
I am proud to support Occupy Missoula, and I invite all of you who realize you are part of the ""99 percent"" to come down to the Courthouse lawn, read some signs and literature, talk with people, and join the next general assembly or rally (see www.occupymissoula.org ).
And by the way, the march Oct. 15 visited the offices of Sens. Max Baucus and Jon Tester as well as Rep. Denny Rehberg and the Wells Fargo Bank.
Ethel MacDonald, Missoula
http://missoulian.com/news/opinion/mailbag/occupy-missoula-small-part-of-important-movement/article_9a9c2fe0-016b-11e1-912f-001cc4c002e0.html",1,Missoula,2011-10-28
449,4429,"Deadline Approaching For Occupy Nashville Demonstrators
Posted: Oct 27, 2011 4:55 PM PDT
Updated: Oct 28, 2011 5:18 AM PDT
by Chris Cannon


NASHVILLE, Tenn. – A new policy could have Occupy Nashville demonstrators off Legislative Plaza after midnight Friday. After a lengthy meeting Thursday night, members of the group decided they will not willingly leave the plaza.
That state policy could force Occupy Nashville members to leave the place they have protested for 20 days. Thursday afternoon the Department of General Services put a curfew into effect for the Capitol grounds.
The group, by consensus, decided they will continue to protest on the plaza as they have since October 7th. They understand police may try to remove them from the area.
""There's a contingent of people here prepared to risk arrest if for some reason the state deems it important to arrest people doing that act. And the other contingent who aren't able to risk arrest, will act in support of those who have been arrested,"" explained Occupy Nashville member Katy Savage.
The Legislative Plaza, War Memorial Courtyard and Capital Grounds use Policy says, ""Effective immediately… all assemblies and gatherings of persons on the State of Tennessee Legislative Plaza, War Memorial Courtyard and Capital ground area in Nashville, Tennessee shall require a use permit from the Tennessee Department of General Services.""
All demonstrations must be approved after an application and satisfaction of use fees.
If granted a permit, demonstrations are only allowed during the hours of 9:00 a.m. to 4:00 p.m.
Just after 4:00 p.m. Thursday, state workers posted signs around instructing the rules of the new curfew saying, no one is allowed on Legislative Plaza from 10:00 p.m. to  6:00 a.m., which goes into effect on Friday October 28, 2011.
The new state policy also requires groups to now have a permit before they can gather on the Capitol grounds. That permit cost $65 and makes security and insurance liabilities the applying group's responsibility.
By consensus, the members of Occupy Nashville decided they would not apply for a state permit to congregate on Legislative Plaza.",1,Nashville,2011-10-28
450,4444,"Hundreds march to Occupy Nashville
Protesters speak out, decry corporate greed
4:24 AM, Oct 16, 2011   |  
SAMUEL M. SIMPKINS / THE TENNESSEAN
Written by
Jennifer Brooks | The Tennessean
Occupy Nashville Rally at Public Square Park: More than 200 rally in Public Square Park for Occupy Nashville Saturday.
Lora Criner holds a “Stop The Greed!” sign as she marches during an Occupy Nashville protest that started Saturday at Public Square Park outside the Metro Courthouse and looped through downtown. / SAMUEL M. SIMPKINS / THE TENNESSEAN


Hundreds of marchers from across Tennessee converged Saturday in Nashville to protest what they see as a country where corporations have more of a voice in government than citizens do.
“Occupy Wall Street, Occupy Nashville, occupy everything and never give it back,” protesters chanted during a city-sanctioned march that threaded a six-block loop between the Metro Courthouse and Legislative Plaza.
The march was one of many held in cities around the country and globe to support the ongoing Occupy Wall Street protests in New York. A small group of protesters in Nashville has been occupying Legislative Plaza for the past week and plans to continue doing so indefinitely.
Before the march came a rally, in which participants took turns sharing their stories. Three generations of the Warren family drove down from Lobelville, Tenn., to say their piece.
Michael Warren took his place in the center of the gathering and spoke his piece — the protesters chanting back every sentence so his words carried to the far edges o f the crowd of 200-plus.
“ Things are not right, and they don’t appear to be getting better,” said Warren, who wrote to his senators and Rep. Marsha Blackburn but said he received only form letters in response to his story. The family lives in Perry County, where the unemployment rate hit 25 percent in 2009. Warren’s wife and daughter operated a thriving small business that went under when the economy tanked.
“We’re doing everything right and we’re getting nowhere,” said his daughter, Emily Weight, whose company, Nana’s Jetpack, sold baby carriers that she and her mother designed and sewed, shipping them to stores around the country. “I’m here because I want some change.”
'Keep it peaceful'
Saturday’s rally was an orderly affair. Marchers threaded up Deaderick Street to Sixth Avenue, looped around to Union and marched back to the courthouse. There was no visible police presence, and the marchers took pains to stay on the sidewalk and stick to the route outlined on the permit issued by the city.
“I feel people here are really sincere about wanting a change for peace and justice,” said Salina Khan of Murfreesboro, who came to the rally with her husband and daughters Fatima, 9, Aleeza, 5, and Sakina Razzaq, 4. The girls colored her protest sign: “United Against Injustice.”
When it was Khan’s turn to speak, she urged the crowd: “Don’t let them divide us by religion, race or social class. We will win if we stay as one.”
Over the past week, Occupy Nashville has made itself at home on Legislative Plaza. Newer and lower-key than its Wall Street counterparts, the group provides its members with food, shelter, and medical and legal assistance as they camp out on the hard granite of one of Nashville’s most public places.
The Southern Festival of Books obligingly carved out a space for the occupation this weekend. Sleeping bags and tables of food are tucked away behind the festival’s tents and performance spaces.
“We want to keep it civil, keep it peaceful, keep it mature,” said protester Phillip Schlicher, standing next to a table of donated food and a sign outlining the rules for participating in the protest: Throw away your trash and recycle your recyclables; respect others who use the plaza; speak for yourself, not the group.
Occupy Nashville is a leaderless organization, with decisions made by group consensus — and anyone who wants to take part can come down and participate in the daily assemblies, held at 1 p.m. on weekends in the plaza and 7 on weeknights.
Jacob Kaset, a Nashville landscaper, comes down to the protest every night after work. It reminds him of the Vietnam protest era.
“I have no idea where this (movement) is going, but we can’t keep going the way we are,” he said. “Where people are working a job and a half and they still can’t make ends meet.”",1,Nashville,2011-10-16
451,4444,"Hundreds march to Occupy Nashville
Protesters speak out, decry corporate greed
4:24 AM, Oct 16, 2011   |  
SAMUEL M. SIMPKINS / THE TENNESSEAN
Written by
Jennifer Brooks | The Tennessean
Occupy Nashville Rally at Public Square Park: More than 200 rally in Public Square Park for Occupy Nashville Saturday.
Lora Criner holds a “Stop The Greed!” sign as she marches during an Occupy Nashville protest that started Saturday at Public Square Park outside the Metro Courthouse and looped through downtown. / SAMUEL M. SIMPKINS / THE TENNESSEAN


Hundreds of marchers from across Tennessee converged Saturday in Nashville to protest what they see as a country where corporations have more of a voice in government than citizens do.
“Occupy Wall Street, Occupy Nashville, occupy everything and never give it back,” protesters chanted during a city-sanctioned march that threaded a six-block loop between the Metro Courthouse and Legislative Plaza.
The march was one of many held in cities around the country and globe to support the ongoing Occupy Wall Street protests in New York. A small group of protesters in Nashville has been occupying Legislative Plaza for the past week and plans to continue doing so indefinitely.
Before the march came a rally, in which participants took turns sharing their stories. Three generations of the Warren family drove down from Lobelville, Tenn., to say their piece.
Michael Warren took his place in the center of the gathering and spoke his piece — the protesters chanting back every sentence so his words carried to the far edges o f the crowd of 200-plus.
“ Things are not right, and they don’t appear to be getting better,” said Warren, who wrote to his senators and Rep. Marsha Blackburn but said he received only form letters in response to his story. The family lives in Perry County, where the unemployment rate hit 25 percent in 2009. Warren’s wife and daughter operated a thriving small business that went under when the economy tanked.
“We’re doing everything right and we’re getting nowhere,” said his daughter, Emily Weight, whose company, Nana’s Jetpack, sold baby carriers that she and her mother designed and sewed, shipping them to stores around the country. “I’m here because I want some change.”
'Keep it peaceful'
Saturday’s rally was an orderly affair. Marchers threaded up Deaderick Street to Sixth Avenue, looped around to Union and marched back to the courthouse. There was no visible police presence, and the marchers took pains to stay on the sidewalk and stick to the route outlined on the permit issued by the city.
“I feel people here are really sincere about wanting a change for peace and justice,” said Salina Khan of Murfreesboro, who came to the rally with her husband and daughters Fatima, 9, Aleeza, 5, and Sakina Razzaq, 4. The girls colored her protest sign: “United Against Injustice.”
When it was Khan’s turn to speak, she urged the crowd: “Don’t let them divide us by religion, race or social class. We will win if we stay as one.”
Over the past week, Occupy Nashville has made itself at home on Legislative Plaza. Newer and lower-key than its Wall Street counterparts, the group provides its members with food, shelter, and medical and legal assistance as they camp out on the hard granite of one of Nashville’s most public places.
The Southern Festival of Books obligingly carved out a space for the occupation this weekend. Sleeping bags and tables of food are tucked away behind the festival’s tents and performance spaces.
“We want to keep it civil, keep it peaceful, keep it mature,” said protester Phillip Schlicher, standing next to a table of donated food and a sign outlining the rules for participating in the protest: Throw away your trash and recycle your recyclables; respect others who use the plaza; speak for yourself, not the group.
Occupy Nashville is a leaderless organization, with decisions made by group consensus — and anyone who wants to take part can come down and participate in the daily assemblies, held at 1 p.m. on weekends in the plaza and 7 on weeknights.
Jacob Kaset, a Nashville landscaper, comes down to the protest every night after work. It reminds him of the Vietnam protest era.
“I have no idea where this (movement) is going, but we can’t keep going the way we are,” he said. “Where people are working a job and a half and they still can’t make ends meet.”",2,Nashville,2011-10-16
452,4444,"Hundreds march to Occupy Nashville
Protesters speak out, decry corporate greed
4:24 AM, Oct 16, 2011   |  
SAMUEL M. SIMPKINS / THE TENNESSEAN
Written by
Jennifer Brooks | The Tennessean
Occupy Nashville Rally at Public Square Park: More than 200 rally in Public Square Park for Occupy Nashville Saturday.
Lora Criner holds a “Stop The Greed!” sign as she marches during an Occupy Nashville protest that started Saturday at Public Square Park outside the Metro Courthouse and looped through downtown. / SAMUEL M. SIMPKINS / THE TENNESSEAN


Hundreds of marchers from across Tennessee converged Saturday in Nashville to protest what they see as a country where corporations have more of a voice in government than citizens do.
“Occupy Wall Street, Occupy Nashville, occupy everything and never give it back,” protesters chanted during a city-sanctioned march that threaded a six-block loop between the Metro Courthouse and Legislative Plaza.
The march was one of many held in cities around the country and globe to support the ongoing Occupy Wall Street protests in New York. A small group of protesters in Nashville has been occupying Legislative Plaza for the past week and plans to continue doing so indefinitely.
Before the march came a rally, in which participants took turns sharing their stories. Three generations of the Warren family drove down from Lobelville, Tenn., to say their piece.
Michael Warren took his place in the center of the gathering and spoke his piece — the protesters chanting back every sentence so his words carried to the far edges o f the crowd of 200-plus.
“ Things are not right, and they don’t appear to be getting better,” said Warren, who wrote to his senators and Rep. Marsha Blackburn but said he received only form letters in response to his story. The family lives in Perry County, where the unemployment rate hit 25 percent in 2009. Warren’s wife and daughter operated a thriving small business that went under when the economy tanked.
“We’re doing everything right and we’re getting nowhere,” said his daughter, Emily Weight, whose company, Nana’s Jetpack, sold baby carriers that she and her mother designed and sewed, shipping them to stores around the country. “I’m here because I want some change.”
'Keep it peaceful'
Saturday’s rally was an orderly affair. Marchers threaded up Deaderick Street to Sixth Avenue, looped around to Union and marched back to the courthouse. There was no visible police presence, and the marchers took pains to stay on the sidewalk and stick to the route outlined on the permit issued by the city.
“I feel people here are really sincere about wanting a change for peace and justice,” said Salina Khan of Murfreesboro, who came to the rally with her husband and daughters Fatima, 9, Aleeza, 5, and Sakina Razzaq, 4. The girls colored her protest sign: “United Against Injustice.”
When it was Khan’s turn to speak, she urged the crowd: “Don’t let them divide us by religion, race or social class. We will win if we stay as one.”
Over the past week, Occupy Nashville has made itself at home on Legislative Plaza. Newer and lower-key than its Wall Street counterparts, the group provides its members with food, shelter, and medical and legal assistance as they camp out on the hard granite of one of Nashville’s most public places.
The Southern Festival of Books obligingly carved out a space for the occupation this weekend. Sleeping bags and tables of food are tucked away behind the festival’s tents and performance spaces.
“We want to keep it civil, keep it peaceful, keep it mature,” said protester Phillip Schlicher, standing next to a table of donated food and a sign outlining the rules for participating in the protest: Throw away your trash and recycle your recyclables; respect others who use the plaza; speak for yourself, not the group.
Occupy Nashville is a leaderless organization, with decisions made by group consensus — and anyone who wants to take part can come down and participate in the daily assemblies, held at 1 p.m. on weekends in the plaza and 7 on weeknights.
Jacob Kaset, a Nashville landscaper, comes down to the protest every night after work. It reminds him of the Vietnam protest era.
“I have no idea where this (movement) is going, but we can’t keep going the way we are,” he said. “Where people are working a job and a half and they still can’t make ends meet.”",3,Nashville,2011-10-16
453,4659,"34 of 43 DOCUMENTS
CNN Wire
October 14, 2011 Friday 6:06 PM EST
'Occupy' protests swell nationwide; dozens arrested
BYLINE: CNN
LENGTH: 1252 words
DATELINE: NEW YORK (CNN)


NEW YORK (CNN) --  Protests swelled in cities nation-wide Friday, as police forces around the country struggled to either corral or remove demonstrators from downtown parks and plazas in the latest development of the month-long ""Occupy Wall Street"" movement.
Dozens were arrested in Denver, San Diego and New York, while similar demonstrations were scheduled to take place in Washington, Orlando, Atlanta and Detroit. CNN iReporters sent in photos and video from ""occupy"" protests across several American cities.
In San Diego, CNN affiliate KFMB broadcast images of police detaining demonstrators as they gathered amid tents and tarps strewn about a downtown plaza.
Protesters appeared to refuse to leave the area, sitting in columns atop the tarps and yelling, ""Stay down"" as police tried to remove them from the scene.
In Denver, authorities say 24 people were arrested as CNN affiliate KMGH broadcast aerial video of police detaining protesters in a downtown section of the city.
Colorado State Police patrol spokesman Mike Baker said the demonstration could be broken down into two distinct groups: The first was a part of what he described as the original ""Occupy"" group, which maintained close communication with law enforcement. The second, he said, was a more ""radical"" faction.
""These were the ones (police) came into trouble with today,"" Baker said.
Most in Denver were charged for unlawful conduct on state property, he added, while one other person was charged for simple assault. Another protester was arrested for impeding traffic.
In New York , Police Department Deputy Commissioner Paul Browne said police had arrested 14 demonstrators, after they sat down in roadways and blocked traffic, overturned trash bins, knocked over a police scooter and hurled bottles.
Wesleyan University student Ben Doernberg, who attended Friday's protest in Manhattan's financial district, shot video of at least one other demonstrator being hauled to the ground by police.
The video captures a police officer pressing his night stick against the back of the protester's neck during the arrest, while the man is seen faced down on the pavement.
The protester can be heard screaming in what Doernberg described as an earlier incident in which the man's leg was allegedly run over by a police motorcycle.
""I saw a number of other people being shoved or pushed with batons,"" Doernberg said. ""I saw another officer punching people.""
New York police were not immediately available for comment on the allegation and CNN cannot independently verify the claim.
Later on Friday, hip hop mogul Russell Simmons called the demonstrations ""inspirational.""
""People want this country to be better,"" he told CNN. ""They want the money out of Washington,"" adding that he believed the U.S. government remains largely controlled by corporations.
New York Mayor Michael Bloomberg said earlier Friday that Brookfield Office Properties -- the real-estate firm that owns Zuccotti Park, considered a home-base for protesters -- made the decision not to clear them out after the company was ""inundated"" with threatening calls from elected city officials.
The mayor said during his weekly commentary on New York's WOR Radio that he didn't know which officials allegedly made the threats, but that the company decided to work out some form of a negotiated settlement with protesters in the coming days.
Bloomberg added that while he lacked first-hand knowledge of the conversations, he was told the officials generally threatened to ""make life more difficult"" for the real-estate company.
Brookfield Properties issued a statement later Friday saying ""a number of local political leaders"" requested the cleaning of the park be deferred for ""a short period of time.""
The cancellation averts a broader showdown between authorities and demonstrators, who appeared heartened by news of the cancellation.
""We are winning and Wall Street is afraid,"" protester Kira Moyer-Sims said in a written statement distributed by the group. ""This movement is gaining momentum and is too big to fail.""
Bloomberg's office announced earlier that the real-estate firm withdrew their request made earlier in the week for police assistance during the scheduled clean-up operation.
""Our position has been consistent throughout: the City's role is to protect public health and safety, to enforce the law, and guarantee the rights of all New Yorkers. Brookfield believes they can work out an arrangement with the protesters that will ensure the park remains clean, safe, available for public use and that the situation is respectful of residents and businesses downtown, and we will continue to monitor the situation,"" said Deputy Mayor Cas Holloway.
The demonstrations have been mostly peaceful, though there had been fears of a standoff between police officers tasked with clearing the park and protesters who said they wouldn't budge.
City officials in New York had initially ordered the protesters to leave by 7 a.m.
But the demonstrators mopped, collected trash and scrubbed the pavement in the dead of the night as the Friday deadline neared for them to leave the premises for a cleanup. When the word of the postponed cleaning filtered through the more than 1,000 protesters who filled the park, they were elated.
The protesters, who have been chanting ""All day! All week! Occupy Wall Street,"" called the development a victory and planned to continue their passive resistance, ""We're extremely excited.This is an example of what people power can do,"" Tyler Combelic, a spokesman for Occupy Wall Street. ""This is what democracy is all about in this country,""
Protesters descended on the privately-owned park near the New York Stock Exchange on September 17 to protest the nation's ailing economy.
""You want to clean up something? Clean up these crooks on Wall Street,"" said City Council Member Charles Barron.
Councilwoman Letitia James of Brooklyn said the move to clean the park was a ""ruse"" to end the protest.
Bloomberg told protesters Wednesday that the decision to clean the park was made after owners voiced concerns about ""unsanitary conditions and considerable wear and tear on the park.""
""The mayor is a strong believer in the First Amendment and believes that the protesters have a right to continue to protest,"" Holloway said in an earlier statement.
But the situation in the park is ""not in the best interests of the protesters, residents or the city,"" he said.
The plan had been to clean the park in stages, and protesters would be allowed to return to the park as areas were cleaned if they obeyed the rules set forth by the owners, Brookfield Properties, the statement said.
""The park has not been cleaned in four weeks, a process that is normally undertaken every night,"" Brookfield said in a statement. ""Our goal is to keep the park clean, safe, and accessible to all.""
Zuccotti Park was built for the general public, but the weeks-long protest has raised concerns among area business owners and residents about sanitation.
The protest campaign began in July with the launch of a campaign website calling for a march and a sit-in at the New York Stock Exchange.
For about a month, demonstrations have addressed such issues as police brutality, union busting and the economy, the group said.
Organizers have taken inspiration from this year's Arab Spring protests that swept through North Africa ad the Middle East. Crowds have taken up residence in the park in New York's financial district, and organizers have called for 20,000 people to flood the area for a ""few months.""


LOAD-DATE: October 15, 2011
LANGUAGE: ENGLISH
NOTES: Update 1:55 p.m. adds Orlando among cities expected to have demonstrations, graf 2, highlight, adds contrib lines
PUBLICATION-TYPE: Newswire
Copyright 2011 Cable News Network
All Rights Reserved",1,NewYork,2011-10-14
454,4690,"Occupy ‘ball’ street
Rush for STD tests
By LAURA ITALIANO, FRANK ROSARIO and BOB FREDERICKS
Last Updated: 10:39 AM, November 1, 2011
Posted: 12:26 AM, November 1, 2011
EXCLUSIVE


It’s the Autumn of Love!
Occupy Wall Street protesters are flocking to nearby health clinics for STD and HIV testing after getting their freak on in ’60s-style hookups with crusty strangers, sources told The Post yesterday.
“Last week was free love,” said a medical professional at a clinic located a short walk from Zuccotti Park, referring to the number of people who organizers have referred for sexually transmitted disease testing.
A volunteer at the park admitted concern among protesters about STDs.
“We give directions to clinics if people ask for information regarding STDs,” said the volunteer, who identified himself only as “Captain” and added that pregnancy tests are also a hot item.
“Like anything else, it happens. People ask, and we do the best we can for them.”
Volunteers at the medical tent hand out cash, usually $15 or $20, so the randy radicals can visit clinics that cater to a low-income clientele, the source said.
Experts said it’s the right thing to do.
“My advice for the protesters would be to practice safer sex. It’s a lot cheaper to buy a condom than get treated for an STD,” said Dr. Lisa Oldson, medical director of Chicago-based Analyte Health, which provides testing services for labs nationwide, including STD Test Express New York.
Also yesterday, a man who was punched in the head by a NYPD deputy inspector met with prosecutors to try to have the cop charged with misdemeanor assault.
“Nobody is claiming that this is the crime of the century, but what he did ... was assault,” said Ron Kuby, the lawyer for Felix Rivera-Pitre, who was hit by Deputy Inspector John Cardona in an incident caught on video.
Meanwhile, more than 100 protesters joined last night’s Halloween Parade in Greenwich Village, with several dressed as “corporate zombies.”",1,NewYork,2011-11-01
455,4760,"Updated 09/30/2011 11:17 PM
Occupy Wall Street Protesters Rally Against ""Excessive Force""
By: Nicole Ward


Their fight over corporate greed isn't over yet, but protesters who've been camped out in Lower Manhattan for two weeks are now taking on a new issue.
Demonstrators marched from their main gathering point in Zuccotti Park to police headquarters Friday to shine light on what they say is excessive force used by the department.
Several people were maced and about 80 people arrested for disorderly conduct last weekend.
The department is now investigating.
Protesters said that people in positions of authority should not abuse their power.
""I saw what happened to the people getting sprayed with pepper spray and them trying to regulate people's right to free speech, the right to assemble,"" said one protester.
""The people that are here, you know, we want to make a difference, we want to make changes,"" said another.
For the first time, a major labor union joined the protest, which has since moved back to Zuccotti Park.
Transport Workers Local 100 representatives say the state's wealthiest residents should pay their fair share.
""We feel it's also unjust, you know the fat cats get fatter and the poor get poorer,"" said manager Taul Flores of the Transport Workers Union. ""We just want our fair share like everybody else.”",2,NewYork,2011-09-30
456,4797,"To the Barricades, Variously
A new wave of student activism hits New York City
A A A Comments (5)By Rosie Gray Wednesday, Dec 7 2011


At the beginning of November, Cooper Union students held an ""Open Forum"" outside their Foundation building on Cooper Square. They didn't want to call it a walkout. For an afternoon, students and professors sat outside and huddled under blankets while doing homework and writing on a chalkboard. The issue: the suggestion by Cooper Union's president that the school might, for the first time in its history, have to charge tuition like other schools do. The walkout wrapped up later on indoors with a speech from new president Jamshed Bharucha.
Later that month, City University of New York students threw down with police during a rally at Baruch College, a few subway stops north of where the Cooper Union walkout had occurred. It was timed to coincide with a hearing of the CUNY board of trustees to discuss a new round of proposed tuition hikes. Students refused to leave the lobby of Baruch as the trustees met upstairs, and the police moved in. ""We could hear the screams of people getting beat,"" says Fernanda Pardo, 23, a student organizer at John Jay College who was upstairs waiting outside the hearing. ""We were hysterical and crying."" Fifteen were arrested and detained.
Both protests were part of a current resurgence in student activism in New York that has coincided with the Occupy Wall Street action—there was also a short-lived New School occupation, and there has been some activity from something called NYU 4 OWS. The activism at New York City colleges is filling the void as OWS struggles to find its way, but it's taking different forms across town.
A large portion of Cooper's money comes from its real estate holdings, the value of which has been dropping. The school has had to resort to selling off assets and skimming off the principal of its endowment in order to continue its no-tuition policy.
Cooper senior Ryan Evell told the Voice last month that ""if Cooper starts charging tuition, that would be as radical as Harvard saying that everyone who gets in gets a full scholarship."" Evell also referred to the possible tuition charges as a ""sad loss not just for New York but for the entire nation."" But the school that's ""as free as air and water"" is the only one of its kind in the country, and its policy is starting to look quaint, especially for a small private school in the middle of an economic downturn.
A public institution designed to serve New York City's working class, CUNY hasn't been free since 1975, and it is increasingly less free as time goes on. The board of trustees approved a new set of tuition hikes on November 28, which will raise tuition by 31 percent over five years. This will manifest as a $300 increase each year.
Students at CUNY campuses saw the writing on the wall months ago and formed Students United for a Free CUNY over the summer. Their timing matched up to the origins of Occupy Wall Street, which in its early phase was a series of General Assemblies attended by organizers in Tompkins Square Park. The CUNY group consists of around 20 organizers from campuses across the city, including Pardo and Venetia Biney, a 22-year-old junior at Hunter College.
""I work full-time and go to school full-time,"" says Biney, a third-generation CUNY student. Of the tuition hikes, she said ""it's going to affect me immensely because I don't have my mom and dad to rely on.""
That's a common story at CUNY, where many, if not most, students are working one or multiple jobs on top of classes, like Sarah Pomar, 25, a junior sociology major at Hunter, who has two jobs and pays out of pocket for school. She has had to move back in with her parents.
""CUNY is a working-class public institution,"" Pomar says. ""You can justifiably assume that a lot of students are experiencing a lot of financial hardship.""
CUNY says it gives financial aid of some kind to 70 percent of full-time undergraduate students—but the 30 percent left over in a system that includes close to 500,000 people is considerable. And under the new rules, qualifying for financial aid will become more difficult. As an aside, it's worth noting that CUNY chancellor Matthew Goldstein 's salary has nearly doubled in the past decade.
These are specific and targeted complaints directed toward a single entity, the type of messaging that Occupy Wall Street has famously never managed nor wanted to come up with. Pomar and others involved in Students United for a Free CUNY cited OWS as an inspiration, but not as a cause, for their actions against what Pardo called the ""gentrification of CUNY.""
""Occupy Wall Street provided a place for all these social justice movements to intersect and build,"" Pomar says. This has been on display at the CUNY protests, which lately include a strong union presence and a smattering of original Occupy Wall Streeters.
At the end of November, those unions and OWS people joined up with CUNY students for a large rally at Baruch while the board of trustees voted on the tuition hikes. The hikes passed. Meanwhile, students at Cooper Union organized an art show at the Foundation building about free tuition. It ran for four days to little buzz.
Even without better results, Fernanda Pardo, the John Jay student, feels encouraged. ""People are starting to get the hint.""",1,NewYork,2011-12-07
457,4973,"120 of 392 DOCUMENTS
Contra Costa Times (California)
November 2, 2011 Wednesday
Richmond mayor marches to support Oakland strike
BYLINE: By Karl Fischer Contra Costa Times
SECTION: BREAKING; My Town; Alameda; Contra Costa; News; Local
LENGTH: 323 words


A dozen progressives, led  part way by Richmond Mayor Gayle McLaughlin, on
Wednesday marched from Richmond to downtown Oakland in support of Occupy Oakland
and the general strike.
""It was absolutely worth it,"" Marilyn Langlois, an aide to McLaughlin, said of
the roughly 10-mile trek. ""There was a lot of support along the way.""
The marchers were mostly members of the Richmond Progressive Alliance and
carried a banner that read ""Occupy Oakland."" It took more than three hours,
marching along San Pablo Avenue, to reach the strike's epicenter at Frank H.
Ogawa Plaza.
McLaughlin walked through Richmond with the group before returning to city
business.
""We are marching in solidarity with the Occupy Oakland movement. We stand for
the 99 percent that the system is failing,"" McLaughlin said Wednesday morning.
McLaughlin also took a verbal poke at her Oakland counterpart, Jean Quan, for
allowing Oakland's police department to forcefully roust protesters last week, a
clash that made international headlines.
""We really are at a crossroads here. As an elected official, you need to know
which side you are on, or you will get caught in the intersection, as Jean Quan
did,"" McLaughlin said.
The Richmond mayor and other progressives said the widening gulf between rich
and poor, both in terms of money and influence, frustrates most Americans.
""In Richmond, we have two prominent representatives of the 1 percent,"" said Juan
Reardon, of the Richmond Progressive Alliance. ""We have banks, and we have
Chevron.""
The march began at Macdonald and San Pablo avenues, an intersection that
features a Chevron station and two branches of large national banks. Protesters
unfurled a large Occupy Chevron banner to accompany their Occupy Oakland banner
before setting off.
""This is where the '60s and '70s left off,"" McLaughlin said as she walked. ""This
is the next step. They're honking and waving because they know what this is
about. This is the real thing.""
LOAD-DATE: November 3, 2011
LANGUAGE: ENGLISH
GRAPHIC: Richmond mayor Gayle McLaughlin walks with a small group representing
Occupy Richmond as they walk up San Pablo Avenue in Richmond Calif. Wednesday
Nov. 2, 2011, prepared to make a ten-mile journey to Oakland where they planned
to join in a large rally at the Port of Oakland later in the day. The mayor was
only able to walk about a mile before heading to a meeting.(Dan
Rosenstrauch/Staff)
A small group representing Occupy Richmond walk up San Pablo Avenue in El
Cerrito, Calif., Wednesday Nov. 2, 2011 during a ten-mile hike to Oakland where
they planned to join a large rally at the Port of Oakland later in the day. (Dan
Rosenstrauch/Staff)
PUBLICATION-TYPE: Newspaper
Copyright 2011 Contra Costa Newspapers
All Rights Reserved",1,Oakland,2011-11-02
